Fruit,spot,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time,%DM,lycopene (DW),lycopene (FW),beta-carotene (DW),beta-carotene (FW)
7,B,64,200,0.257513476,0.36822602,0.701867077,0.785167427,0.82317858,0.629062322,White LED,100 mA,b'OK Read',12:44:49,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
7,C,64,200,0.30645082,0.328646091,0.77325072,0.780495705,0.991745278,0.78539346,White LED,100 mA,b'OK Read',12:48:41,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
7,D,64,200,0.259289546,0.433835414,0.595136386,0.769169314,0.835407328,0.78847401,White LED,100 mA,b'OK Read',12:51:38,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
8,A,64,200,0.230971947,0.286570828,0.575568014,0.63583355,0.830501201,0.75998797,White LED,100 mA,b'OK Read',13:40:28,6.339274352,19.23054421,1.219076957,8.007546421,0.507620337
8,B,64,200,0.240921626,0.368426467,0.725646739,0.811161035,0.921302713,0.733886692,White LED,100 mA,b'OK Read',13:42:43,6.339274352,19.23054421,1.219076957,8.007546421,0.507620337
8,C,64,200,0.217266231,0.245311195,0.446947535,0.527021083,0.78904746,0.817756929,White LED,100 mA,b'OK Read',13:44:59,6.339274352,19.23054421,1.219076957,8.007546421,0.507620337
8,D,64,200,0.224121355,0.281822054,0.569308122,0.657775916,0.800369621,0.743895441,White LED,100 mA,b'OK Read',13:47:27,6.339274352,19.23054421,1.219076957,8.007546421,0.507620337
9,A,64,200,0.298472055,0.300201908,0.496972106,0.561108163,0.771773904,0.818827361,White LED,100 mA,b'OK Read',09:56:26,5.388754572,45.97953107,2.477724082,5.446640906,0.293506111
9,B,64,200,0.273656772,0.295487711,0.378812883,0.475550989,0.689382918,0.806347633,White LED,100 mA,b'OK Read',09:59:15,5.388754572,45.97953107,2.477724082,5.446640906,0.293506111
9,C,64,200,0.270566739,0.256840943,0.343227716,0.434840731,0.672004237,0.853367417,White LED,100 mA,b'OK Read',10:02:15,5.388754572,45.97953107,2.477724082,5.446640906,0.293506111
9,D,64,200,0.202115185,0.257857061,0.26519729,0.394786963,0.56954231,0.802993544,White LED,100 mA,b'OK Read',10:04:17,5.388754572,45.97953107,2.477724082,5.446640906,0.293506111
10,A,64,200,0.384901909,0.316826029,0.487855093,0.579570322,0.8624977,0.876016452,White LED,100 mA,b'OK Read',10:49:14,5.606489971,23.10763256,1.295527102,4.413626596,0.247449532
10,B,64,200,0.30485597,0.304736392,0.446729262,0.538976968,0.77005524,0.848898278,White LED,100 mA,b'OK Read',10:51:15,5.606489971,23.10763256,1.295527102,4.413626596,0.247449532
10,C,64,200,0.348202291,0.332102258,0.497800482,0.584988458,0.796781468,0.841431827,White LED,100 mA,b'OK Read',10:53:22,5.606489971,23.10763256,1.295527102,4.413626596,0.247449532
10,D,64,200,0.237056841,0.282250624,0.421436722,0.520906005,0.761439038,0.814108438,White LED,100 mA,b'OK Read',10:55:28,5.606489971,23.10763256,1.295527102,4.413626596,0.247449532
11,A,64,200,0.287765727,0.356661713,0.565845837,0.674565411,0.808048811,0.737472721,White LED,100 mA,b'OK Read',11:34:52,6.009785212,16.18437764,0.972646334,4.788724611,0.287792064
11,B,64,200,0.346788683,0.361887415,0.567021417,0.647124006,0.826327943,0.810968451,White LED,100 mA,b'OK Read',11:37:04,6.009785212,16.18437764,0.972646334,4.788724611,0.287792064
11,C,64,200,0.247649887,0.35465023,0.33989936,0.496274813,0.6225148,0.765509742,White LED,100 mA,b'OK Read',11:39:30,6.009785212,16.18437764,0.972646334,4.788724611,0.287792064
11,D,64,200,0.354617924,0.407612395,0.536024534,0.666350516,0.863174195,0.921082678,White LED,100 mA,b'OK Read',11:41:27,6.009785212,16.18437764,0.972646334,4.788724611,0.287792064
12,A,64,200,0.189659961,0.182595755,0.355345731,0.406293188,0.623205013,0.681880387,White LED,100 mA,b'OK Read',09:50:08,5.432248517,34.79569121,1.89018842,4.324376276,0.234910866
12,B,64,200,0.1623029,0.185982789,0.350603678,0.425695098,0.651147083,0.746794609,White LED,100 mA,b'OK Read',09:52:07,5.432248517,34.79569121,1.89018842,4.324376276,0.234910866
12,C,64,200,0.199206395,0.206035423,0.408381224,0.449215669,0.665024453,0.697660701,White LED,100 mA,b'OK Read',09:54:04,5.432248517,34.79569121,1.89018842,4.324376276,0.234910866
12,D,64,200,0.235167481,0.18114417,0.354269343,0.388883199,0.580649657,0.637492158,White LED,100 mA,b'OK Read',09:56:01,5.432248517,34.79569121,1.89018842,4.324376276,0.234910866
13,A,64,200,0.193425077,0.193116304,0.410077632,0.460285769,0.714906985,0.711523084,White LED,100 mA,b'OK Read',10:40:39,6.005421282,19.77990604,1.187866687,5.374059043,0.322734885
13,B,64,200,0.19183023,0.185706299,0.380573792,0.445281331,0.668864028,0.711897753,White LED,100 mA,b'OK Read',10:42:50,6.005421282,19.77990604,1.187866687,5.374059043,0.322734885
13,C,64,200,0.193402419,0.187233927,0.408668911,0.463455717,0.726402891,0.692602791,White LED,100 mA,b'OK Read',10:44:48,6.005421282,19.77990604,1.187866687,5.374059043,0.322734885
13,D,64,200,0.208186473,0.207715117,0.423004158,0.46875695,0.693853293,0.658392804,White LED,100 mA,b'OK Read',10:46:48,6.005421282,19.77990604,1.187866687,5.374059043,0.322734885
14,A,64,200,0.358460051,0.299012992,0.642725475,0.715302639,0.968369565,0.880655131,White LED,100 mA,b'OK Read',11:27:29,6.407544778,15.55677569,0.996807368,4.278480789,0.274145572
14,B,64,200,0.200325509,0.260324759,0.477051571,0.564233155,0.816861567,0.739765281,White LED,100 mA,b'OK Read',11:29:30,6.407544778,15.55677569,0.996807368,4.278480789,0.274145572
14,C,64,200,0.265297411,0.311379123,0.64423835,0.682951163,0.925101133,0.901983942,White LED,100 mA,b'OK Read',11:31:28,6.407544778,15.55677569,0.996807368,4.278480789,0.274145572
14,D,64,200,0.25861899,0.324968738,0.580052115,0.679313595,0.871411024,0.821797886,White LED,100 mA,b'OK Read',11:33:25,6.407544778,15.55677569,0.996807368,4.278480789,0.274145572
15,A,64,200,0.39930083,0.514539013,0.964812421,1.01748658,0.920393084,0.637777602,White LED,100 mA,b'OK Read',12:11:01,4.892359829,18.97811042,0.928477451,8.411288533,0.411510501
15,B,64,200,0.49455218,0.558300908,1.031215896,1.09539992,1.039781191,0.736723399,White LED,100 mA,b'OK Read',12:13:07,4.892359829,18.97811042,0.928477451,8.411288533,0.411510501
15,C,64,200,0.29729404,0.339878615,0.617899175,0.719133578,0.908024145,0.794108763,White LED,100 mA,b'OK Read',12:15:21,4.892359829,18.97811042,0.928477451,8.411288533,0.411510501
15,D,64,200,0.414376371,0.464876323,0.823819271,0.862760039,0.845451188,0.635458275,White LED,100 mA,b'OK Read',12:18:56,4.892359829,18.97811042,0.928477451,8.411288533,0.411510501
16,A,64,200,0.228534369,0.188512693,0.365335755,0.406658903,0.637693326,0.670985528,White LED,100 mA,b'OK Read',09:45:10,5.865652904,28.56221018,1.675360111,7.230492455,0.424115591
16,B,64,200,0.198644575,0.244087729,0.276100027,0.389966832,0.556140342,0.746509158,White LED,100 mA,b'OK Read',09:46:49,5.865652904,28.56221018,1.675360111,7.230492455,0.424115591
16,C,64,200,0.233694972,0.273879805,0.301060234,0.423923511,0.603609439,0.811253894,White LED,100 mA,b'OK Read',09:48:49,5.865652904,28.56221018,1.675360111,7.230492455,0.424115591
16,D,64,200,0.255216341,0.29153386,0.382329737,0.476818958,0.669243406,0.810183431,White LED,100 mA,b'OK Read',09:50:58,5.865652904,28.56221018,1.675360111,7.230492455,0.424115591
17,A,64,200,0.465786026,0.490435781,0.667844415,0.779502008,0.85936205,0.735037439,White LED,100 mA,b'OK Read',10:36:50,5.031691483,14.01640294,0.705262153,9.541117985,0.480079621
17,B,64,200,0.402540372,0.388990629,0.618548975,0.707838659,0.828151738,0.736794779,White LED,100 mA,b'OK Read',10:38:44,5.031691483,14.01640294,0.705262153,9.541117985,0.480079621
17,C,64,200,0.297488865,0.342982235,0.523936284,0.603392167,0.726114904,0.657304518,White LED,100 mA,b'OK Read',10:40:44,5.031691483,14.01640294,0.705262153,9.541117985,0.480079621
17,D,64,200,0.325212921,0.339028393,0.586515379,0.647155462,0.783630914,0.654351799,White LED,100 mA,b'OK Read',10:42:42,5.031691483,14.01640294,0.705262153,9.541117985,0.480079621
18,A,64,200,0.346571187,0.375960903,0.50223499,0.625595298,0.805713061,0.802877547,White LED,100 mA,b'OK Read',11:37:00,5.122395165,25.66449454,1.314636827,9.126092038,0.467474497
18,B,64,200,0.233753873,0.321208437,0.469050595,0.568787995,0.73307186,0.712459729,White LED,100 mA,b'OK Read',11:39:06,5.122395165,25.66449454,1.314636827,9.126092038,0.467474497
18,C,64,200,0.279854923,0.299185804,0.491510833,0.614354337,0.803660715,0.744894532,White LED,100 mA,b'OK Read',11:40:58,5.122395165,25.66449454,1.314636827,9.126092038,0.467474497
18,D,64,200,0.22141193,0.28412386,0.504858981,0.578518156,0.739370604,0.667072409,White LED,100 mA,b'OK Read',11:42:54,5.122395165,25.66449454,1.314636827,9.126092038,0.467474497
19,A,64,200,0.39061525,0.397112594,0.678469345,0.798121509,0.90010273,0.738239896,White LED,100 mA,b'OK Read',12:22:29,5.335178785,22.59270818,1.205361374,6.95835872,0.371240878
19,B,64,200,0.23807627,0.307874586,0.45185822,0.543801585,0.727431337,0.786481792,White LED,100 mA,b'OK Read',12:24:38,5.335178785,22.59270818,1.205361374,6.95835872,0.371240878
19,C,64,200,0.318253598,0.439692461,0.588509429,0.725743255,0.832055343,0.727490705,White LED,100 mA,b'OK Read',12:26:36,5.335178785,22.59270818,1.205361374,6.95835872,0.371240878
19,D,64,200,0.323645259,0.382873218,0.557666307,0.653706666,0.835090421,0.808194175,White LED,100 mA,b'OK Read',12:28:35,5.335178785,22.59270818,1.205361374,6.95835872,0.371240878
20,A,64,200,0.442737771,0.510122054,0.737908601,0.841169906,0.970015091,0.891288317,White LED,100 mA,b'OK Read',09:46:54,5.055623096,28.30832965,1.431162452,5.595576732,0.28289127
20,B,64,200,0.472319469,0.515873099,0.671916813,0.806992901,0.947978659,0.921956869,White LED,100 mA,b'OK Read',09:48:51,5.055623096,28.30832965,1.431162452,5.595576732,0.28289127
20,C,64,200,0.356693036,0.46029116,0.716470208,0.804969502,0.891203135,0.757169108,White LED,100 mA,b'OK Read',09:50:47,5.055623096,28.30832965,1.431162452,5.595576732,0.28289127
20,D,64,200,0.564462676,0.49146571,0.766970985,0.883534842,1.089572317,0.954837737,White LED,100 mA,b'OK Read',09:52:44,5.055623096,28.30832965,1.431162452,5.595576732,0.28289127
21,A,64,200,0.220623563,0.271909792,0.372374426,0.508527457,0.703502506,0.772173351,White LED,100 mA,b'OK Read',10:41:17,5.407028234,28.31222868,1.530850198,8.384788613,0.453367888
21,B,64,200,0.282582469,0.305683378,0.46600498,0.578585611,0.796955143,0.79836383,White LED,100 mA,b'OK Read',10:43:11,5.407028234,28.31222868,1.530850198,8.384788613,0.453367888
21,C,64,200,0.297017661,0.413342714,0.649109375,0.753890595,0.865062,0.782744099,White LED,100 mA,b'OK Read',10:45:17,5.407028234,28.31222868,1.530850198,8.384788613,0.453367888
21,D,64,200,0.26174072,0.257276419,0.449065571,0.550609128,0.771152265,0.803047094,White LED,100 mA,b'OK Read',10:47:11,5.407028234,28.31222868,1.530850198,8.384788613,0.453367888
22,A,64,200,0.278944235,0.290130664,0.473867041,0.55489417,0.739082625,0.748346766,White LED,100 mA,b'OK Read',11:34:24,5.070068838,39.29532417,1.992299985,9.205166406,0.466708273
22,B,64,200,0.205472517,0.321063271,0.460370084,0.56896785,0.701454743,0.716857527,White LED,100 mA,b'OK Read',11:36:38,5.070068838,39.29532417,1.992299985,9.205166406,0.466708273
22,C,64,200,0.251818236,0.298003803,0.431555722,0.504080542,0.705710296,0.770255452,White LED,100 mA,b'OK Read',11:38:40,5.070068838,39.29532417,1.992299985,9.205166406,0.466708273
22,D,64,200,0.199242642,0.184213236,0.332166265,0.398172741,0.616536021,0.742566329,White LED,100 mA,b'OK Read',11:40:38,5.070068838,39.29532417,1.992299985,9.205166406,0.466708273
23,A,64,200,0.29431276,0.34442691,0.527319205,0.660905412,0.834770452,0.850566377,White LED,100 mA,b'OK Read',12:30:38,5.096948404,28.38096292,1.446563037,11.12921787,0.567250493
23,B,64,200,0.30105915,0.35969622,0.508931391,0.639606027,0.837028501,0.906042784,White LED,100 mA,b'OK Read',12:32:44,5.096948404,28.38096292,1.446563037,11.12921787,0.567250493
23,C,64,200,0.293356768,0.368426476,0.508976023,0.629201421,0.683413276,0.731478174,White LED,100 mA,b'OK Read',12:34:58,5.096948404,28.38096292,1.446563037,11.12921787,0.567250493
23,D,64,200,0.279886636,0.310660243,0.318193091,0.481270399,0.641868118,0.830254486,White LED,100 mA,b'OK Read',12:37:17,5.096948404,28.38096292,1.446563037,11.12921787,0.567250493
24,A,64,200,0.296202105,0.305303196,0.454874071,0.527533671,0.717631255,0.812012143,White LED,100 mA,b'OK Read',09:59:26,5.319106183,27.38413363,1.456591145,6.562774198,0.349080928
24,B,64,200,0.303623593,0.301052125,0.39828702,0.506877301,0.71953277,0.760362646,White LED,100 mA,b'OK Read',10:02:42,5.319106183,27.38413363,1.456591145,6.562774198,0.349080928
24,C,64,200,0.267503919,0.331182922,0.465434556,0.584183609,0.75943699,0.715617585,White LED,100 mA,b'OK Read',10:05:00,5.319106183,27.38413363,1.456591145,6.562774198,0.349080928
24,D,64,200,0.319028368,0.352846113,0.598315924,0.660509706,0.781871092,0.691434207,White LED,100 mA,b'OK Read',10:07:07,5.319106183,27.38413363,1.456591145,6.562774198,0.349080928
25,A,64,200,0.237777243,0.268260097,0.388247362,0.507821533,0.686224417,0.776954689,White LED,100 mA,b'OK Read',10:53:40,4.952178998,44.72874011,2.215047274,7.989008745,0.395630013
25,B,64,200,0.278971411,0.344475303,0.505439334,0.621593502,0.804839997,0.825499873,White LED,100 mA,b'OK Read',10:55:38,4.952178998,44.72874011,2.215047274,7.989008745,0.395630013
25,C,64,200,0.220764023,0.263290142,0.288748779,0.416666357,0.581618695,0.737365651,White LED,100 mA,b'OK Read',10:57:34,4.952178998,44.72874011,2.215047274,7.989008745,0.395630013
25,D,64,200,0.28191192,0.370037043,0.41082664,0.577803243,0.700078877,0.785384557,White LED,100 mA,b'OK Read',10:59:40,4.952178998,44.72874011,2.215047274,7.989008745,0.395630013
26,A,64,200,0.322757226,0.367894237,0.62089519,0.736147864,0.884109066,0.775705845,White LED,100 mA,b'OK Read',11:59:51,5.362118603,25.04499317,1.342942238,10.08269064,0.54064583
26,B,64,200,0.292264834,0.424132842,0.663280938,0.762469698,0.828467147,0.757249384,White LED,100 mA,b'OK Read',12:01:51,5.362118603,25.04499317,1.342942238,10.08269064,0.54064583
26,C,64,200,0.374181997,0.391686419,0.662273971,0.755149601,0.829582461,0.704351027,White LED,100 mA,b'OK Read',12:03:49,5.362118603,25.04499317,1.342942238,10.08269064,0.54064583
26,D,64,200,0.254400807,0.27863548,0.499690356,0.569507405,0.759688373,0.676501336,White LED,100 mA,b'OK Read',12:05:51,5.362118603,25.04499317,1.342942238,10.08269064,0.54064583
27,A,64,200,0.240541033,0.30108668,0.453996099,0.554062342,0.771549939,0.811200382,White LED,100 mA,b'OK Read',12:49:15,4.964275058,36.70337258,1.82205637,9.187308859,0.456083282
27,B,64,200,0.236848418,0.29487251,0.503519707,0.573055055,0.785559832,0.80147707,White LED,100 mA,b'OK Read',12:51:32,4.964275058,36.70337258,1.82205637,9.187308859,0.456083282
27,C,64,200,0.237401178,0.296254985,0.391774145,0.480335126,0.697592296,0.809166487,White LED,100 mA,b'OK Read',12:53:33,4.964275058,36.70337258,1.82205637,9.187308859,0.456083282
27,D,64,200,0.26897191,0.338309504,0.385960687,0.506072425,0.694328672,0.871823878,White LED,100 mA,b'OK Read',12:55:27,4.964275058,36.70337258,1.82205637,9.187308859,0.456083282
28,A,64,200,0.385613236,0.448042532,0.820442974,0.8501267,0.795158775,0.542747885,White LED,100 mA,b'OK Read',09:06:42,5.191441586,10.38948123,0.539363849,7.014677302,0.364162875
28,B,64,200,0.395784916,0.546833364,0.907843397,0.921093126,0.838568883,0.540027144,White LED,100 mA,b'OK Read',09:08:53,5.191441586,10.38948123,0.539363849,7.014677302,0.364162875
28,C,64,200,0.537087478,0.66000181,1.01457907,1.049613238,0.972177139,0.697749887,White LED,100 mA,b'OK Read',09:10:48,5.191441586,10.38948123,0.539363849,7.014677302,0.364162875
28,D,64,200,0.332262874,0.396614896,0.695701443,0.729340347,0.743009059,0.568929446,White LED,100 mA,b'OK Read',09:12:55,5.191441586,10.38948123,0.539363849,7.014677302,0.364162875
29,A,64,200,0.437355155,0.563768539,0.804530367,0.890544703,0.786748271,0.599651525,White LED,100 mA,b'OK Read',10:05:50,6.186575793,6.804704127,0.420978178,5.455619504,0.337516036
29,B,64,200,0.436018567,0.473341607,0.940873993,0.962567757,0.906881429,0.565191784,White LED,100 mA,b'OK Read',10:07:46,6.186575793,6.804704127,0.420978178,5.455619504,0.337516036
29,C,64,200,0.262075993,0.36562699,0.649208571,0.732811562,0.749943163,0.616992929,White LED,100 mA,b'OK Read',10:09:46,6.186575793,6.804704127,0.420978178,5.455619504,0.337516036
29,D,64,200,0.392019818,0.482120243,0.76893028,0.857793024,0.862351428,0.663664808,White LED,100 mA,b'OK Read',10:11:52,6.186575793,6.804704127,0.420978178,5.455619504,0.337516036
30,A,64,200,0.352008168,0.385914621,0.640071711,0.727254039,0.852345682,0.714850434,White LED,100 mA,b'OK Read',10:57:24,5.443692912,19.1266299,1.041194996,8.280364304,0.450757605
30,B,64,200,0.381839071,0.403610159,0.636728481,0.727600259,0.8588821,0.753556331,White LED,100 mA,b'OK Read',10:59:25,5.443692912,19.1266299,1.041194996,8.280364304,0.450757605
30,C,64,200,0.39280817,0.427457663,0.797704963,0.83572478,0.90889721,0.67700089,White LED,100 mA,b'OK Read',11:01:27,5.443692912,19.1266299,1.041194996,8.280364304,0.450757605
30,D,64,200,0.346553072,0.373624528,0.673122155,0.731377224,0.856852618,0.728944756,White LED,100 mA,b'OK Read',11:03:23,5.443692912,19.1266299,1.041194996,8.280364304,0.450757605
31,A,64,200,0.292622765,0.297665086,0.609000406,0.634552088,0.805777072,0.652442843,White LED,100 mA,b'OK Read',11:41:21,5.396559433,19.51805189,1.053303271,7.413532858,0.400075707
31,B,64,200,0.339244859,0.350730943,0.696261949,0.716957318,0.823827653,0.628179196,White LED,100 mA,b'OK Read',11:43:13,5.396559433,19.51805189,1.053303271,7.413532858,0.400075707
31,C,64,200,0.265455993,0.374163701,0.563901387,0.669781255,0.727001666,0.682183676,White LED,100 mA,b'OK Read',11:45:08,5.396559433,19.51805189,1.053303271,7.413532858,0.400075707
31,D,64,200,0.415620833,0.374186737,0.658482659,0.761939132,0.905214559,0.78789119,White LED,100 mA,b'OK Read',11:47:54,5.396559433,19.51805189,1.053303271,7.413532858,0.400075707
32,A,64,200,0.265243049,0.281227605,0.444174717,0.53104985,0.734351713,0.74942614,White LED,100 mA,b'OK Read',12:27:47,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
32,B,64,200,0.178160757,0.149167791,0.298322152,0.346279977,0.589407564,0.685751875,White LED,100 mA,b'OK Read',12:29:43,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
32,C,64,200,0.189918221,0.194408902,0.35969093,0.421036835,0.604459644,0.594370618,White LED,100 mA,b'OK Read',12:31:36,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
32,D,64,200,0.273597871,0.27962394,0.449725288,0.499674085,0.758349107,0.780183902,White LED,100 mA,b'OK Read',12:33:29,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
33,A,64,200,0.399722206,0.470860084,0.814664209,0.850248089,0.820979987,0.592113748,White LED,100 mA,b'OK Read',09:51:07,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,B,64,200,0.270054772,0.327222156,0.692958405,0.719223503,0.814096161,0.664797702,White LED,100 mA,b'OK Read',09:58:33,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,C,64,200,0.437486552,0.363926556,0.774912396,0.789474989,0.95854206,0.766276894,White LED,100 mA,b'OK Read',10:00:40,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,D,64,200,0.319245842,0.361064861,0.84315614,0.797190766,0.799697701,0.437102812,White LED,100 mA,b'OK Read',10:02:50,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
34,A,64,200,0.259896679,0.226924435,0.526937267,0.564192687,0.830844037,0.707669457,White LED,100 mA,b'OK Read',10:49:09,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,B,64,200,0.329943094,0.319279903,0.611287096,0.691476328,0.873650776,0.783894839,White LED,100 mA,b'OK Read',10:51:01,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,C,64,200,0.188862545,0.220910726,0.396640201,0.442016965,0.672991587,0.664681721,White LED,100 mA,b'OK Read',10:52:56,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,D,64,200,0.257576905,0.183985126,0.417339512,0.43997111,0.629220369,0.58051713,White LED,100 mA,b'OK Read',10:54:59,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
35,A,64,200,0.284933966,0.346701071,0.658548811,0.719560718,0.839144853,0.676501352,White LED,100 mA,b'OK Read',11:39:40,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,B,64,200,0.195155849,0.227574192,0.503266723,0.557735889,0.757233794,0.656796046,White LED,100 mA,b'OK Read',11:41:34,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,C,64,200,0.223287687,0.204673692,0.555736743,0.591193462,0.777889801,0.62387952,White LED,100 mA,b'OK Read',11:43:31,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,D,64,200,0.226259896,0.242290518,0.520826176,0.553365399,0.747707966,0.624361228,White LED,100 mA,b'OK Read',11:45:21,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
36,A,64,200,0.195323486,0.235198486,0.36285065,0.419148356,0.61241762,0.682281812,White LED,100 mA,b'OK Read',12:21:05,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,B,64,200,0.193683331,0.20399629,0.465503985,0.516013942,0.725598393,0.706714959,White LED,100 mA,b'OK Read',12:23:13,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,C,64,200,0.185391935,0.167969296,0.291367821,0.341091137,0.458806994,0.610373937,White LED,100 mA,b'OK Read',12:25:11,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,D,64,200,0.224923314,0.308766277,0.428128155,0.540586683,0.709266451,0.760639194,White LED,100 mA,b'OK Read',12:27:16,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
37,A,64,200,0.152267141,0.171356326,0.329353768,0.380654815,0.541636798,0.582640204,White LED,100 mA,b'OK Read',13:19:15,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,B,64,200,0.320233556,0.374350332,0.745463127,0.779142289,0.763249139,0.502730674,White LED,100 mA,b'OK Read',13:21:10,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,C,64,200,0.274381702,0.325189943,0.609645252,0.66793324,0.678586371,0.481544569,White LED,100 mA,b'OK Read',13:23:10,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,D,64,200,0.327460206,0.43590452,0.751732948,0.807896672,0.833243755,0.608054629,White LED,100 mA,b'OK Read',13:25:10,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
38,A,64,200,0.460969773,0.484892098,0.953066434,0.959757494,0.924456659,0.638821309,White LED,100 mA,b'OK Read',09:53:02,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
38,C,64,200,0.516594609,0.597645794,1.036612698,1.02327793,0.946813071,0.602167106,White LED,100 mA,b'OK Read',09:57:10,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
38,D,64,200,0.410079644,0.496988654,0.885040918,0.921727103,0.857122293,0.612916258,White LED,100 mA,b'OK Read',10:03:35,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
39,A,64,200,0.473175786,0.632546096,0.973959184,0.99758111,0.869509509,0.590463464,White LED,100 mA,b'OK Read',10:45:59,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,B,64,200,0.421723845,0.549266507,0.920616149,0.943619978,0.875428872,0.591578505,White LED,100 mA,b'OK Read',10:47:50,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,C,64,200,0.378431895,0.572367468,0.887292887,0.929708186,0.872101209,0.658705003,White LED,100 mA,b'OK Read',10:49:49,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,D,64,200,0.570062782,0.611643236,0.955353105,1.005085546,0.933868201,0.68650119,White LED,100 mA,b'OK Read',10:51:49,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
40,A,64,200,0.402640044,0.47314116,0.718484086,0.769506538,0.705271466,0.503364038,White LED,100 mA,b'OK Read',11:46:41,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,B,64,200,0.378540631,0.496677592,0.698548658,0.82639478,0.75167098,0.632291511,White LED,100 mA,b'OK Read',11:48:34,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,C,64,200,0.375350938,0.525156357,0.719808471,0.821111526,0.720012724,0.573434274,White LED,100 mA,b'OK Read',11:50:27,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,D,64,200,0.424175023,0.449895024,0.735373892,0.771934584,0.757233798,0.511508423,White LED,100 mA,b'OK Read',11:52:24,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
41,A,64,200,0.417582682,0.585334962,0.861583676,0.886075269,0.738438124,0.51550478,White LED,100 mA,b'OK Read',12:29:48,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,B,64,200,0.474394578,0.548844852,0.843949816,0.881556408,0.769822134,0.532034408,White LED,100 mA,b'OK Read',12:32:04,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,C,64,200,0.486600603,0.621438008,0.810700935,0.886830673,0.760890541,0.577823161,White LED,100 mA,b'OK Read',12:34:09,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,D,64,200,0.441967528,0.543073068,0.646966517,0.795396705,0.668256076,0.54038396,White LED,100 mA,b'OK Read',12:36:13,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
42,A,64,200,0.360118334,0.43497826,0.678930673,0.74471349,0.822465501,0.65748293,White LED,100 mA,b'OK Read',13:30:28,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,B,64,200,0.359420592,0.449922692,0.68134136,0.772285318,0.866556691,0.717963665,White LED,100 mA,b'OK Read',13:32:34,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,C,64,200,0.209097167,0.304017512,0.564372626,0.666786687,0.78177511,0.690461887,White LED,100 mA,b'OK Read',13:34:28,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,D,64,200,0.363131328,0.445678521,0.713350174,0.812788724,0.92335048,0.824268858,White LED,100 mA,b'OK Read',13:36:20,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
43,A,64,200,0.428633349,0.577657695,0.721074991,0.878623266,0.867446497,0.76638694,White LED,100 mA,b'OK Read',09:56:55,6.110231985,6.974218562,0.426140933,5.965372168,0.364498078
43,B,64,200,0.410359053,0.53188893,0.782959668,0.907579971,0.855245177,0.683521756,White LED,100 mA,b'OK Read',09:59:08,6.110231985,6.974218562,0.426140933,5.965372168,0.364498078
